English language name                                                            | ISO 639-3 code | ISO 639-2 code | ISO 639-1 code
Pomo                                                                             | pmm            |                |               
Ponam                                                                            | ncc            |                |               
Ponosakan                                                                        | pns            |                |               
Pontic                                                                           | pnt            |                |               
Ponyo-Gongwang Naga                                                              | npg            |                |               
Popti'                                                                           | jac            |                |               
Poqomam                                                                          | poc            |                |               
Poqomchi'                                                                        | poh            |                |               
Porohanon                                                                        | prh            |                |               
Port Sandwich                                                                    | psw            |                |               
Port Vato                                                                        | ptv            |                |               
Portuguese Sign Language                                                         | psr            |                |               
Portuguese                                                                       | por            | por            | pt            
Potawatomi                                                                       | pot            |                |               
Pottangi Ollar Gadaba                                                            | gdb            |                |               
Poumei Naga                                                                      | pmx            |                |               
Pouye                                                                            | bye            |                |               
Powari                                                                           | pwr            |                |               
PoyanГЎwa                                                                         | pyn            |                |               
Prakrit languages                                                                | pra            | pra            |               
Prasuni                                                                          | prn            |                |               
Principense                                                                      | pre            |                |               
ProvenГ§al, Old (to 1500);Occitan, Old (to 1500)                                  | pro            | pro            |               
Providencia Sign Language                                                        | prz            |                |               
Prussian                                                                         | prg            |                |               
Psikye                                                                           | kvj            |                |               
Pu-Xian Chinese                                                                  | cpx            |                |               
Puare                                                                            | pux            |                |               
Pudtol Atta                                                                      | atp            |                |               
Puebla Mazatec                                                                   | pbm            |                |               
Puerto Rican Sign Language                                                       | psl            |                |               
Puimei Naga                                                                      | npu            |                |               
Puinave                                                                          | pui            |                |               
Pukapuka                                                                         | pkp            |                |               
Pulaar                                                                           | fuc            |                |               
Pulabu                                                                           | pup            |                |               
Pular                                                                            | fuf            |                |               
Puluwatese                                                                       | puw            |                |               
Puma                                                                             | pum            |                |               
PumГ©                                                                             | yae            |                |               
Punan Aput                                                                       | pud            |                |               
Punan Bah-Biau                                                                   | pna            |                |               
Punan Batu 1                                                                     | pnm            |                |               
Punan Merah                                                                      | puf            |                |               
Punan Merap                                                                      | puc            |                |               
Punan Tubu                                                                       | puj            |                |               
Puno Quechua                                                                     | qxp            |                |               
Punu                                                                             | puu            |                |               
Puoc                                                                             | puo            |                |               
Puragi                                                                           | pru            |                |               
Purari                                                                           | iar            |                |               
Purepecha                                                                        | tsz            |                |               
Purik                                                                            | prx            |                |               
Puroik                                                                           | suv            |                |               
PuruborГЎ                                                                         | pur            |                |               
Purum                                                                            | pub            |                |               
Pushto                                                                           | pus            | pus            | ps            
Putai                                                                            | mfl            |                |               
Putoh                                                                            | put            |                |               
Putukwam                                                                         | afe            |                |               
Puyuma                                                                           | pyu            |                |               
Pwaamei                                                                          | pme            |                |               
PwapwГў                                                                           | pop            |                |               
Pwo Eastern Karen                                                                | kjp            |                |               
Pwo Northern Karen                                                               | pww            |                |               
Pwo Western Karen                                                                | pwo            |                |               
Pyapun                                                                           | pcw            |                |               
Pye Krumen                                                                       | pye            |                |               
Pyen                                                                             | pyy            |                |               
Pyu (Papua New Guinea)                                                           | pby            |                |               
PГЎez                                                                             | pbb            |                |               
PГЎГЎfang                                                                          | pfa            |                |               
PГ¤ri                                                                             | lkr            |                |               
PГ©mono                                                                           | pev            |                |               
PГ©vГ©                                                                             | lme            |                |               
PГ¶koot                                                                           | pko            |                |               
Q'anjob'al                                                                       | kjb            |                |               
Qabiao                                                                           | laq            |                |               
Qaqet                                                                            | byx            |                |               
Qashqa'i                                                                         | qxq            |                |               
Qau                                                                              | gqu            |                |               
Qawasqar                                                                         | alc            |                |               
Qila Muji                                                                        | ymq            |                |               
Qimant                                                                           | ahg            |                |               
Qiubei Zhuang                                                                    | zqe            |                |               
Quapaw                                                                           | qua            |                |               
Quebec Sign Language                                                             | fcs            |                |               
Quechan                                                                          | yum            |                |               
Quechua                                                                          | que            | que            | qu            
Quechuan (family)                                                                | qwe            |                |               
Quenya                                                                           | qya            |                |               
QuerГ©taro Otomi                                                                  | otq            |                |               
Quetzaltepec Mixe                                                                | pxm            |                |               
Queyu                                                                            | qvy            |                |               
Quiavicuzas Zapotec                                                              | zpj            |                |               
Quileute                                                                         | qui            |                |               
Quinqui                                                                          | quq            |                |               
Quioquitani-QuierГ­ Zapotec                                                       | ztq            |                |               
Quiotepec Chinantec                                                              | chq            |                |               
Rabha                                                                            | rah            |                |               
Rade                                                                             | rad            |                |               
Rahambuu                                                                         | raz            |                |               
Rajah Kabunsuwan Manobo                                                          | mqk            |                |               
Rajasthani                                                                       | raj            | raj            |               
Rajbanshi                                                                        | rjs            |                |               
Raji                                                                             | rji            |                |               
Rajong                                                                           | rjg            |                |               
Rajput Garasia                                                                   | gra            |                |               
Rakahanga-Manihiki                                                               | rkh            |                |               
Rakhine                                                                          | rki            |                |               
Ralte                                                                            | ral            |                |               
Rama                                                                             | rma            |                |               
Ramoaaina                                                                        | rai            |                |               
Ramopa                                                                           | kjx            |                |               
Rampi                                                                            | lje            |                |               
Rana Tharu                                                                       | thr            |                |               
Rang                                                                             | rax            |                |               
Ranglong                                                                         | rnl            |                |               
Rangpuri                                                                         | rkt            |                |               
Rao                                                                              | rao            |                |               
Rapa                                                                             | ray            |                |               
Rapanui                                                                          | rap            | rap            |               
Rapoisi                                                                          | kyx            |                |               
Rapting                                                                          | rpt            |                |               
Rara Bakati'                                                                     | lra            |                |               
Rarotongan                                                                       | rar            | rar            |               
Rasawa                                                                           | rac            |                |               
Ratagnon                                                                         | btn            |                |               
Ratahan                                                                          | rth            |                |               
Rathawi                                                                          | rtw            |                |               
Rathwi Bareli                                                                    | bgd            |                |               
Raute                                                                            | rau            |                |               
Ravula                                                                           | yea            |                |               
Rawa                                                                             | rwo            |                |               
Rawang                                                                           | raw            |                |               
Rawat                                                                            | jnl            |                |               
Rawngtu Chin                                                                     | weu            |                |               
Rawo                                                                             | rwa            |                |               
RayГіn Zoque                                                                      | zor            |                |               
Razajerdi                                                                        | rat            |                |               
Red Gelao                                                                        | gir            |                |               
Reel                                                                             | atu            |                |               
Rejang Kayan                                                                     | ree            |                |               
Rejang                                                                           | rej            |                |               
Reli                                                                             | rei            |                |               
Rembarrnga                                                                       | rmb            |                |               
Rembong                                                                          | reb            |                |               
Remontado Dumagat                                                                | agv            |                |               
Rempi                                                                            | rmp            |                |               
Remun                                                                            | lkj            |                |               
Rendille                                                                         | rel            |                |               
Rengao                                                                           | ren            |                |               
Rennell-Bellona                                                                  | mnv            |                |               
Repanbitip                                                                       | rpn            |                |               
Rerau                                                                            | rea            |                |               
Rerep                                                                            | pgk            |                |               
Reserved for local use                                                           | qaa-qtz        | qaa-qtz        |               
Reserved for local use: qaa                                                      | qaa            | qaa            |               
Reserved for local use: qab                                                      | qab            | qab            |               
Reserved for local use: qac                                                      | qac            | qac            |               
Reserved for local use: qad                                                      | qad            | qad            |               
Reshe                                                                            | res            |                |               
ResГ­garo                                                                         | rgr            |                |               
Retta                                                                            | ret            |                |               
Reyesano                                                                         | rey            |                |               
Riang (India)                                                                    | ria            |                |               
Riang Lai                                                                        | yin            |                |               
Riang Lang                                                                       | ril            |                |               
Riantana                                                                         | ran            |                |               
Ribun                                                                            | rir            |                |               
Rigwe                                                                            | iri            |                |               
Rikbaktsa                                                                        | rkb            |                |               
Rinconada Bikol                                                                  | bto            |                |               
RincГіn Zapotec                                                                   | zar            |                |               
Ringgou                                                                          | rgu            |                |               
Ririo                                                                            | rri            |                |               
Ritharrngu                                                                       | rit            |                |               
Riung                                                                            | riu            |                |               
Riverain Sango                                                                   | snj            |                |               
Rmeet                                                                            | lbn            |                |               
Rogo                                                                             | rod            |                |               
Rohingya                                                                         | rhg            |                |               
Roma                                                                             | rmm            |                |               
Romagnol                                                                         | rgn            |                |               
Romam                                                                            | rmx            |                |               
Romance languages                                                                | roa            | roa            |               
Romanian Sign Language                                                           | rms            |                |               
Romanian                                                                         | rum            | rum            | ro            
Romano-Greek                                                                     | rge            |                |               
Romano-Serbian                                                                   | rsb            |                |               
Romanova                                                                         | rmv            |                |               
Romansh                                                                          | roh            | roh            | rm            
Romany                                                                           | rom            | rom            |               
Romblomanon                                                                      | rol            |                |               
Rombo                                                                            | rof            |                |               
Romkun                                                                           | rmk            |                |               
Ron                                                                              | cla            |                |               
Ronga                                                                            | rng            |                |               
Rongga                                                                           | ror            |                |               
Rongmei Naga                                                                     | nbu            |                |               
Rongpo                                                                           | rnp            |                |               
Ronji                                                                            | roe            |                |               
Roon                                                                             | rnn            |                |               
Roria                                                                            | rga            |                |               
Rotokas                                                                          | roo            |                |               
Rotuman                                                                          | rtm            |                |               
Roviana                                                                          | rug            |                |               
Ruching Palaung                                                                  | pce            |                |               
Rudbari                                                                          | rdb            |                |               
Rufiji                                                                           | rui            |                |               
Ruga                                                                             | ruh            |                |               
Rukai                                                                            | dru            |                |               
Ruma                                                                             | ruz            |                |               
Rumai Palaung                                                                    | rbb            |                |               
Rumu                                                                             | klq            |                |               
Rundi                                                                            | run            | run            | rn            
Runga                                                                            | rou            |                |               
Rungtu Chin                                                                      | rtc            |                |               
Rungus                                                                           | drg            |                |               
Rungwa                                                                           | rnw            |                |               
Russia Buriat                                                                    | bxr            |                |               
Russian Sign Language                                                            | rsl            |                |               
Russian                                                                          | rus            | rus            | ru            
Rusyn                                                                            | rue            |                |               
Rutul                                                                            | rut            |                |               
Ruuli                                                                            | ruc            |                |               
Ruund                                                                            | rnd            |                |               
Ruwila                                                                           | rwl            |                |               
Rwa                                                                              | rwk            |                |               
RГ©union Creole French                                                            | rcf            |                |               
RДЃziбёҐД«                                                                           | rzh            |                |               
S'gaw Karen                                                                      | ksw            |                |               
Sa                                                                               | sax            |                |               
Sa'a                                                                             | apb            |                |               
Sa'ban                                                                           | snv            |                |               
Sa'och                                                                           | scq            |                |               
Saafi-Saafi                                                                      | sav            |                |               
Saam                                                                             | raq            |                |               
Saamia                                                                           | lsm            |                |               
Saaroa                                                                           | sxr            |                |               
Saba                                                                             | saa            |                |               
Sabah Bisaya                                                                     | bsy            |                |               
Sabah Malay                                                                      | msi            |                |               
SabanГЄ                                                                           | sae            |                |               
Sabaot                                                                           | spy            |                |               
Sabu                                                                             | hvn            |                |               
SabГјm                                                                            | sbo            |                |               
Sacapulteco                                                                      | quv            |                |               
Sadri                                                                            | sck            |                |               
Saek                                                                             | skb            |                |               
Saep                                                                             | spd            |                |               
Safaliba                                                                         | saf            |                |               
Safeyoka                                                                         | apz            |                |               
Safwa                                                                            | sbk            |                |               
Sagala                                                                           | sbm            |                |               
Sagalla                                                                          | tga            |                |               
Saho                                                                             | ssy            |                |               
Sahu                                                                             | saj            |                |               
Saidi Arabic                                                                     | aec            |                |               
Saint Lucian Creole French                                                       | acf            |                |               
Saisiyat                                                                         | xsy            |                |               
Sajalong                                                                         | sjl            |                |               
Sajau Basap                                                                      | sjb            |                |               
Sakachep                                                                         | sch            |                |               
Sakalava Malagasy                                                                | skg            |                |               
Sakao                                                                            | sku            |                |               
Sakata                                                                           | skt            |                |               
Sake                                                                             | sak            |                |               
SakirabiГЎ                                                                        | skf            |                |               
Sakizaya                                                                         | szy            |                |               
Sala                                                                             | shq            |                |               
Salampasu                                                                        | slx            |                |               
Salar                                                                            | slr            |                |               
Salas                                                                            | sgu            |                |               
Salasaca Highland Quichua                                                        | qxl            |                |               
Saleman                                                                          | sau            |                |               
Saliba                                                                           | sbe            |                |               
Salishan languages                                                               | sal            | sal            |               
Sallands                                                                         | sdz            |                |               
Salt-Yui                                                                         | sll            |                |               
Saluan                                                                           | loe            |                |               
SalumГЎ                                                                           | slj            |                |               
Salvadoran Sign Language                                                         | esn            |                |               
Sam                                                                              | snx            |                |               
Sama                                                                             | smd            |                |               
Samaritan Aramaic                                                                | sam            | sam            |               
Samarokena                                                                       | tmj            |                |               
Samatao                                                                          | ysd            |                |               
Samay                                                                            | syx            |                |               
Samba Daka                                                                       | ccg            |                |               
Samba Leko                                                                       | ndi            |                |               
Samba                                                                            | smx            |                |               
Sambal                                                                           | xsb            |                |               
Sambalpuri                                                                       | spv            |                |               
Sambe                                                                            | xab            |                |               
Samberigi                                                                        | ssx            |                |               
Samburu                                                                          | saq            |                |               
Samei                                                                            | smh            |                |               
Sami languages                                                                   | smi            | smi            |               
Samo                                                                             | smq            |                |               
Samoan                                                                           | smo            | smo            | sm            
Samogitian                                                                       | sgs            |                |               
Samosa                                                                           | swm            |                |               
Samoyedic languages                                                              | syd            |                |               
Sampang                                                                          | rav            |                |               
Samre                                                                            | sxm            |                |               
Samtao                                                                           | stu            |                |               
Samvedi                                                                          | smv            |                |               
San AgustГ­n Mixtepec Zapotec                                                     | ztm            |                |               
San Baltazar Loxicha Zapotec                                                     | zpx            |                |               
San Blas Kuna                                                                    | cuk            |                |               
San Dionisio Del Mar Huave                                                       | hve            |                |               
San Felipe Otlaltepec Popoloca                                                   | pow            |                |               
San Francisco Del Mar Huave                                                      | hue            |                |               
San Francisco Matlatzinca                                                        | mat            |                |               
San JerГіnimo TecГіatl Mazatec                                                     | maa            |                |               
San Juan Atzingo Popoloca                                                        | poe            |                |               
San Juan Colorado Mixtec                                                         | mjc            |                |               
San Juan Teita Mixtec                                                            | xtj            |                |               
San LuГ­s Temalacayuca Popoloca                                                   | pps            |                |               
San Marcos Tlacoyalco Popoloca                                                   | pls            |                |               
San MartГ­n Itunyoso Triqui                                                       | trq            |                |               
San MartГ­n Quechua                                                               | qvs            |                |               
San Mateo Del Mar Huave                                                          | huv            |                |               
San Miguel Creole French                                                         | scf            |                |               
San Miguel El Grande Mixtec                                                      | mig            |                |               
San Miguel Piedras Mixtec                                                        | xtp            |                |               
San Pedro Amuzgos Amuzgo                                                         | azg            |                |               
San Pedro Quiatoni Zapotec                                                       | zpf            |                |               
San Salvador Kongo                                                               | kwy            |                |               
San Vicente CoatlГЎn Zapotec                                                      | zpt            |                |               
Sanaani Arabic                                                                   | ayn            |                |               
SanapanГЎ                                                                         | spn            |                |               
Sandawe                                                                          | sad            | sad            |               
Sanga (Democratic Republic of Congo)                                             | sng            |                |               
Sanga (Nigeria)                                                                  | xsn            |                |               
Sanggau                                                                          | scg            |                |               
Sangil                                                                           | snl            |                |               
Sangir                                                                           | sxn            |                |               
Sangisari                                                                        | sgr            |                |               
Sangkong                                                                         | sgk            |                |               
